"","code_location","pretty_location","group","date","code_name","value"
"675","Garfield","Garfield","foster_care_trend",2001,"trend_1",0.37037037037037
"676","Grant","Grant","foster_care_trend",2001,"trend_1",0.462962962962963
"677","Grays_Harbor","Grays Harbor","foster_care_trend",2001,"trend_1",0.602150537634409
"678","Island","Island","foster_care_trend",2001,"trend_1",0.390243902439024
"679","Jefferson","Jefferson","foster_care_trend",2001,"trend_1",0.6
"680","King","King","foster_care_trend",2001,"trend_1",0.336898395721925
"681","Kitsap","Kitsap","foster_care_trend",2001,"trend_1",0.260143198090692
"682","Kittitas","Kittitas","foster_care_trend",2001,"trend_1",0.321428571428571
"683","Klickitat","Klickitat","foster_care_trend",2001,"trend_1",0.0952380952380952
"684","Lewis","Lewis","foster_care_trend",2001,"trend_1",0.421875
"685","Lincoln","Lincoln","foster_care_trend",2001,"trend_1",0.37037037037037
"686","Mason","Mason","foster_care_trend",2001,"trend_1",0.306666666666667
"687","Okanogan","Okanogan","foster_care_trend",2001,"trend_1",0.134146341463415
"688","Pacific","Pacific","foster_care_trend",2001,"trend_1",0.526315789473684
"689","Pend_Oreille","Pend Oreille","foster_care_trend",2001,"trend_1",0.37037037037037
"690","Pierce","Pierce","foster_care_trend",2001,"trend_1",0.321167883211679
"691","San_Juan","San Juan","foster_care_trend",2001,"trend_1",0.37037037037037
"692","Skagit","Skagit","foster_care_trend",2001,"trend_1",0.270491803278689
"693","Skamania","Skamania","foster_care_trend",2001,"trend_1",0.37037037037037
"694","Snohomish","Snohomish","foster_care_trend",2001,"trend_1",0.417362270450751
"695","Spokane","Spokane","foster_care_trend",2001,"trend_1",0.397849462365591
"696","Stevens","Stevens","foster_care_trend",2001,"trend_1",0.359375
"697","Thurston","Thurston","foster_care_trend",2001,"trend_1",0.34020618556701
"698","Wahkiakum","Wahkiakum","foster_care_trend",2001,"trend_1",0.37037037037037
"699","Walla_Walla","Walla Walla","foster_care_trend",2001,"trend_1",0.352941176470588
"700","Whatcom","Whatcom","foster_care_trend",2001,"trend_1",0.27741935483871
"701","Whitman","Whitman","foster_care_trend",2001,"trend_1",0.285714285714286
"702","Yakima","Yakima","foster_care_trend",2001,"trend_1",0.3202416918429
"703","Adams","Adams","foster_care_trend",2002,"trend_1",0.404040404040404
"704","Asotin","Asotin","foster_care_trend",2002,"trend_1",0.617647058823529
"705","Benton","Benton","foster_care_trend",2002,"trend_1",0.459459459459459
"706","Chelan","Chelan","foster_care_trend",2002,"trend_1",0.478260869565217
"707","Clallam","Clallam","foster_care_trend",2002,"trend_1",0.40650406504065
"708","Clark","Clark","foster_care_trend",2002,"trend_1",0.260647359454855
"709","Columbia","Columbia","foster_care_trend",2002,"trend_1",0.404040404040404
"710","Cowlitz","Cowlitz","foster_care_trend",2002,"trend_1",0.473251028806584
"711","Douglas","Douglas","foster_care_trend",2002,"trend_1",0.2
"712","Ferry","Ferry","foster_care_trend",2002,"trend_1",0.404040404040404
"713","Franklin","Franklin","foster_care_trend",2002,"trend_1",0.414634146341463
"714","Garfield","Garfield","foster_care_trend",2002,"trend_1",0.404040404040404
"715","Grant","Grant","foster_care_trend",2002,"trend_1",0.5
"716","Grays_Harbor","Grays Harbor","foster_care_trend",2002,"trend_1",0.631205673758865
"717","Island","Island","foster_care_trend",2002,"trend_1",0.40625
"718","Jefferson","Jefferson","foster_care_trend",2002,"trend_1",0.55
"719","King","King","foster_care_trend",2002,"trend_1",0.329961089494163
"720","Kitsap","Kitsap","foster_care_trend",2002,"trend_1",0.285035629453682
"721","Kittitas","Kittitas","foster_care_trend",2002,"trend_1",0.285714285714286
"722","Klickitat","Klickitat","foster_care_trend",2002,"trend_1",0.151515151515152
"723","Lewis","Lewis","foster_care_trend",2002,"trend_1",0.42741935483871
"724","Lincoln","Lincoln","foster_care_trend",2002,"trend_1",0.404040404040404
"725","Mason","Mason","foster_care_trend",2002,"trend_1",0.308641975308642
"726","Okanogan","Okanogan","foster_care_trend",2002,"trend_1",0.225352112676056
"727","Pacific","Pacific","foster_care_trend",2002,"trend_1",0.555555555555556
"728","Pend_Oreille","Pend Oreille","foster_care_trend",2002,"trend_1",0.404040404040404
"729","Pierce","Pierce","foster_care_trend",2002,"trend_1",0.334970530451866
"730","San_Juan","San Juan","foster_care_trend",2002,"trend_1",0.404040404040404
"731","Skagit","Skagit","foster_care_trend",2002,"trend_1",0.3984375
"732","Skamania","Skamania","foster_care_trend",2002,"trend_1",0.404040404040404
"733","Snohomish","Snohomish","foster_care_trend",2002,"trend_1",0.433333333333333
"734","Spokane","Spokane","foster_care_trend",2002,"trend_1",0.43452380952381
"735","Stevens","Stevens","foster_care_trend",2002,"trend_1",0.479166666666667
"736","Thurston","Thurston","foster_care_trend",2002,"trend_1",0.414529914529915
"737","Wahkiakum","Wahkiakum","foster_care_trend",2002,"trend_1",0.404040404040404
"738","Walla_Walla","Walla Walla","foster_care_trend",2002,"trend_1",0.364485981308411
"739","Whatcom","Whatcom","foster_care_trend",2002,"trend_1",0.4
"740","Whitman","Whitman","foster_care_trend",2002,"trend_1",0.333333333333333
"741","Yakima","Yakima","foster_care_trend",2002,"trend_1",0.378927911275416
"742","Adams","Adams","foster_care_trend",2003,"trend_1",0.389473684210526
"743","Asotin","Asotin","foster_care_trend",2003,"trend_1",0.833333333333333
"744","Benton","Benton","foster_care_trend",2003,"trend_1",0.441176470588235
"745","Chelan","Chelan","foster_care_trend",2003,"trend_1",0.3
"746","Clallam","Clallam","foster_care_trend",2003,"trend_1",0.436170212765957
"747","Clark","Clark","foster_care_trend",2003,"trend_1",0.277126099706745
"748","Columbia","Columbia","foster_care_trend",2003,"trend_1",0.389473684210526
"749","Cowlitz","Cowlitz","foster_care_trend",2003,"trend_1",0.4875
"750","Douglas","Douglas","foster_care_trend",2003,"trend_1",0.181818181818182
"751","Ferry","Ferry","foster_care_trend",2003,"trend_1",0.389473684210526
"752","Franklin","Franklin","foster_care_trend",2003,"trend_1",0.306122448979592
"753","Garfield","Garfield","foster_care_trend",2003,"trend_1",0.389473684210526
"754","Grant","Grant","foster_care_trend",2003,"trend_1",0.547619047619048
"755","Grays_Harbor","Grays Harbor","foster_care_trend",2003,"trend_1",0.544378698224852
"756","Island","Island","foster_care_trend",2003,"trend_1",0.490196078431373
"757","Jefferson","Jefferson","foster_care_trend",2003,"trend_1",0.592592592592593
"758","King","King","foster_care_trend",2003,"trend_1",0.350638977635783
"759","Kitsap","Kitsap","foster_care_trend",2003,"trend_1",0.287262872628726
"760","Kittitas","Kittitas","foster_care_trend",2003,"trend_1",0.466666666666667
"761","Klickitat","Klickitat","foster_care_trend",2003,"trend_1",0.0344827586206897
"762","Lewis","Lewis","foster_care_trend",2003,"trend_1",0.395604395604396
"763","Lincoln","Lincoln","foster_care_trend",2003,"trend_1",0.389473684210526
"764","Mason","Mason","foster_care_trend",2003,"trend_1",0.417910447761194
"765","Okanogan","Okanogan","foster_care_trend",2003,"trend_1",0.2
"766","Pacific","Pacific","foster_care_trend",2003,"trend_1",0.435897435897436
"767","Pend_Oreille","Pend Oreille","foster_care_trend",2003,"trend_1",0.389473684210526
"768","Pierce","Pierce","foster_care_trend",2003,"trend_1",0.339876033057851
"769","San_Juan","San Juan","foster_care_trend",2003,"trend_1",0.389473684210526
"770","Skagit","Skagit","foster_care_trend",2003,"trend_1",0.348214285714286
"771","Skamania","Skamania","foster_care_trend",2003,"trend_1",0.389473684210526
"772","Snohomish","Snohomish","foster_care_trend",2003,"trend_1",0.484555984555985
"773","Spokane","Spokane","foster_care_trend",2003,"trend_1",0.455678670360111
"774","Stevens","Stevens","foster_care_trend",2003,"trend_1",0.341463414634146
"775","Thurston","Thurston","foster_care_trend",2003,"trend_1",0.385786802030457
"776","Wahkiakum","Wahkiakum","foster_care_trend",2003,"trend_1",0.389473684210526
"777","Walla_Walla","Walla Walla","foster_care_trend",2003,"trend_1",0.368421052631579
"778","Whatcom","Whatcom","foster_care_trend",2003,"trend_1",0.363636363636364
"779","Whitman","Whitman","foster_care_trend",2003,"trend_1",0.4
"780","Yakima","Yakima","foster_care_trend",2003,"trend_1",0.336032388663968
"781","Adams","Adams","foster_care_trend",2004,"trend_1",0.475728155339806
"782","Asotin","Asotin","foster_care_trend",2004,"trend_1",1
"783","Benton","Benton","foster_care_trend",2004,"trend_1",0.345029239766082
"784","Chelan","Chelan","foster_care_trend",2004,"trend_1",0.34453781512605
"785","Clallam","Clallam","foster_care_trend",2004,"trend_1",0.5
"786","Clark","Clark","foster_care_trend",2004,"trend_1",0.257186081694402
"787","Columbia","Columbia","foster_care_trend",2004,"trend_1",0.475728155339806
"788","Cowlitz","Cowlitz","foster_care_trend",2004,"trend_1",0.502564102564103
"789","Douglas","Douglas","foster_care_trend",2004,"trend_1",0.411764705882353
"790","Ferry","Ferry","foster_care_trend",2004,"trend_1",0.475728155339806
"791","Franklin","Franklin","foster_care_trend",2004,"trend_1",0.275862068965517
"792","Garfield","Garfield","foster_care_trend",2004,"trend_1",0.475728155339806
"793","Grant","Grant","foster_care_trend",2004,"trend_1",0.505882352941176
"794","Grays_Harbor","Grays Harbor","foster_care_trend",2004,"trend_1",0.632978723404255
"795","Island","Island","foster_care_trend",2004,"trend_1",0.388888888888889
"796","Jefferson","Jefferson","foster_care_trend",2004,"trend_1",0.5
"797","King","King","foster_care_trend",2004,"trend_1",0.398222940226171
"798","Kitsap","Kitsap","foster_care_trend",2004,"trend_1",0.319018404907975
"799","Kittitas","Kittitas","foster_care_trend",2004,"trend_1",0.0833333333333333
"800","Klickitat","Klickitat","foster_care_trend",2004,"trend_1",0.111111111111111
"801","Lewis","Lewis","foster_care_trend",2004,"trend_1",0.378640776699029
"802","Lincoln","Lincoln","foster_care_trend",2004,"trend_1",0.475728155339806
"803","Mason","Mason","foster_care_trend",2004,"trend_1",0.4
"804","Okanogan","Okanogan","foster_care_trend",2004,"trend_1",0.285714285714286
"805","Pacific","Pacific","foster_care_trend",2004,"trend_1",0.46
"806","Pend_Oreille","Pend Oreille","foster_care_trend",2004,"trend_1",0.475728155339806
"807","Pierce","Pierce","foster_care_trend",2004,"trend_1",0.360970677451972
"808","San_Juan","San Juan","foster_care_trend",2004,"trend_1",0.475728155339806
"809","Skagit","Skagit","foster_care_trend",2004,"trend_1",0.378787878787879
"810","Skamania","Skamania","foster_care_trend",2004,"trend_1",0.475728155339806
"811","Snohomish","Snohomish","foster_care_trend",2004,"trend_1",0.447166921898928
"812","Spokane","Spokane","foster_care_trend",2004,"trend_1",0.499263622974963
"813","Stevens","Stevens","foster_care_trend",2004,"trend_1",0.384615384615385
"814","Thurston","Thurston","foster_care_trend",2004,"trend_1",0.375565610859729
"815","Wahkiakum","Wahkiakum","foster_care_trend",2004,"trend_1",0.475728155339806
"816","Walla_Walla","Walla Walla","foster_care_trend",2004,"trend_1",0.280373831775701
"817","Whatcom","Whatcom","foster_care_trend",2004,"trend_1",0.282608695652174
"818","Whitman","Whitman","foster_care_trend",2004,"trend_1",0.142857142857143
"819","Yakima","Yakima","foster_care_trend",2004,"trend_1",0.406882591093117
"820","Adams","Adams","foster_care_trend",2005,"trend_1",0.457446808510638
"821","Asotin","Asotin","foster_care_trend",2005,"trend_1",0.875
"822","Benton","Benton","foster_care_trend",2005,"trend_1",0.407407407407407
"823","Chelan","Chelan","foster_care_trend",2005,"trend_1",0.650793650793651
"824","Clallam","Clallam","foster_care_trend",2005,"trend_1",0.527777777777778
"825","Clark","Clark","foster_care_trend",2005,"trend_1",0.286445012787724
"826","Columbia","Columbia","foster_care_trend",2005,"trend_1",0.457446808510638
"827","Cowlitz","Cowlitz","foster_care_trend",2005,"trend_1",0.533333333333333
"828","Douglas","Douglas","foster_care_trend",2005,"trend_1",0.346153846153846
"829","Ferry","Ferry","foster_care_trend",2005,"trend_1",0.457446808510638
"830","Franklin","Franklin","foster_care_trend",2005,"trend_1",0.357142857142857
"831","Garfield","Garfield","foster_care_trend",2005,"trend_1",0.457446808510638
"832","Grant","Grant","foster_care_trend",2005,"trend_1",0.462686567164179
"833","Grays_Harbor","Grays Harbor","foster_care_trend",2005,"trend_1",0.570588235294118
"834","Island","Island","foster_care_trend",2005,"trend_1",0.452380952380952
"835","Jefferson","Jefferson","foster_care_trend",2005,"trend_1",0.75
"836","King","King","foster_care_trend",2005,"trend_1",0.398881640260951
"837","Kitsap","Kitsap","foster_care_trend",2005,"trend_1",0.328793774319066
"838","Kittitas","Kittitas","foster_care_trend",2005,"trend_1",0.416666666666667
"839","Klickitat","Klickitat","foster_care_trend",2005,"trend_1",0.380952380952381
"840","Lewis","Lewis","foster_care_trend",2005,"trend_1",0.347222222222222
"841","Lincoln","Lincoln","foster_care_trend",2005,"trend_1",0.457446808510638
"842","Mason","Mason","foster_care_trend",2005,"trend_1",0.426470588235294
"843","Okanogan","Okanogan","foster_care_trend",2005,"trend_1",0.319444444444444
"844","Pacific","Pacific","foster_care_trend",2005,"trend_1",0.612244897959184
"845","Pend_Oreille","Pend Oreille","foster_care_trend",2005,"trend_1",0.457446808510638
"846","Pierce","Pierce","foster_care_trend",2005,"trend_1",0.397169811320755
"847","San_Juan","San Juan","foster_care_trend",2005,"trend_1",0.457446808510638
"848","Skagit","Skagit","foster_care_trend",2005,"trend_1",0.399014778325123
"849","Skamania","Skamania","foster_care_trend",2005,"trend_1",0.457446808510638
"850","Snohomish","Snohomish","foster_care_trend",2005,"trend_1",0.536544850498339
"851","Spokane","Spokane","foster_care_trend",2005,"trend_1",0.603042876901798
"852","Stevens","Stevens","foster_care_trend",2005,"trend_1",0.405797101449275
"853","Thurston","Thurston","foster_care_trend",2005,"trend_1",0.409326424870466
"854","Wahkiakum","Wahkiakum","foster_care_trend",2005,"trend_1",0.457446808510638
"855","Walla_Walla","Walla Walla","foster_care_trend",2005,"trend_1",0.432098765432099
"856","Whatcom","Whatcom","foster_care_trend",2005,"trend_1",0.341772151898734
"857","Whitman","Whitman","foster_care_trend",2005,"trend_1",0.290322580645161
"858","Yakima","Yakima","foster_care_trend",2005,"trend_1",0.34974533106961
"859","Adams","Adams","foster_care_trend",2006,"trend_1",0.423076923076923
"860","Asotin","Asotin","foster_care_trend",2006,"trend_1",1
"861","Benton","Benton","foster_care_trend",2006,"trend_1",0.458100558659218
"862","Chelan","Chelan","foster_care_trend",2006,"trend_1",0.522222222222222
"863","Clallam","Clallam","foster_care_trend",2006,"trend_1",0.528846153846154
"864","Clark","Clark","foster_care_trend",2006,"trend_1",0.222087378640777
"865","Columbia","Columbia","foster_care_trend",2006,"trend_1",0.423076923076923
"866","Cowlitz","Cowlitz","foster_care_trend",2006,"trend_1",0.523529411764706
"867","Douglas","Douglas","foster_care_trend",2006,"trend_1",0.473684210526316
"868","Ferry","Ferry","foster_care_trend",2006,"trend_1",0.423076923076923
"869","Franklin","Franklin","foster_care_trend",2006,"trend_1",0.36231884057971
"870","Garfield","Garfield","foster_care_trend",2006,"trend_1",0.423076923076923
"871","Grant","Grant","foster_care_trend",2006,"trend_1",0.53968253968254
"872","Grays_Harbor","Grays Harbor","foster_care_trend",2006,"trend_1",0.623655913978495
"873","Island","Island","foster_care_trend",2006,"trend_1",0.391891891891892
"874","Jefferson","Jefferson","foster_care_trend",2006,"trend_1",0.583333333333333
"875","King","King","foster_care_trend",2006,"trend_1",0.4487895716946
"876","Kitsap","Kitsap","foster_care_trend",2006,"trend_1",0.376770538243626
"877","Kittitas","Kittitas","foster_care_trend",2006,"trend_1",0.5
"878","Klickitat","Klickitat","foster_care_trend",2006,"trend_1",0.285714285714286
"879","Lewis","Lewis","foster_care_trend",2006,"trend_1",0.435897435897436
"880","Lincoln","Lincoln","foster_care_trend",2006,"trend_1",0.423076923076923
"881","Mason","Mason","foster_care_trend",2006,"trend_1",0.5
"882","Okanogan","Okanogan","foster_care_trend",2006,"trend_1",0.361111111111111
"883","Pacific","Pacific","foster_care_trend",2006,"trend_1",0.53125
"884","Pend_Oreille","Pend Oreille","foster_care_trend",2006,"trend_1",0.423076923076923
"885","Pierce","Pierce","foster_care_trend",2006,"trend_1",0.411036036036036
"886","San_Juan","San Juan","foster_care_trend",2006,"trend_1",0.423076923076923
"887","Skagit","Skagit","foster_care_trend",2006,"trend_1",0.452702702702703
"888","Skamania","Skamania","foster_care_trend",2006,"trend_1",0.423076923076923
"889","Snohomish","Snohomish","foster_care_trend",2006,"trend_1",0.456053067993366
"890","Spokane","Spokane","foster_care_trend",2006,"trend_1",0.593792172739541
"891","Stevens","Stevens","foster_care_trend",2006,"trend_1",0.421875
"892","Thurston","Thurston","foster_care_trend",2006,"trend_1",0.398230088495575
"893","Wahkiakum","Wahkiakum","foster_care_trend",2006,"trend_1",0.423076923076923
"894","Walla_Walla","Walla Walla","foster_care_trend",2006,"trend_1",0.411111111111111
"895","Whatcom","Whatcom","foster_care_trend",2006,"trend_1",0.350710900473934
"896","Whitman","Whitman","foster_care_trend",2006,"trend_1",0.0714285714285714
"897","Yakima","Yakima","foster_care_trend",2006,"trend_1",0.348837209302326
"898","Adams","Adams","foster_care_trend",2007,"trend_1",0.495327102803738
"899","Asotin","Asotin","foster_care_trend",2007,"trend_1",0.6
"900","Benton","Benton","foster_care_trend",2007,"trend_1",0.362244897959184
"901","Chelan","Chelan","foster_care_trend",2007,"trend_1",0.582278481012658
"902","Clallam","Clallam","foster_care_trend",2007,"trend_1",0.611650485436893
"903","Clark","Clark","foster_care_trend",2007,"trend_1",0.206622516556291
"904","Columbia","Columbia","foster_care_trend",2007,"trend_1",0.495327102803738
"905","Cowlitz","Cowlitz","foster_care_trend",2007,"trend_1",0.365079365079365
"906","Douglas","Douglas","foster_care_trend",2007,"trend_1",0.48
"907","Ferry","Ferry","foster_care_trend",2007,"trend_1",0.495327102803738
"908","Franklin","Franklin","foster_care_trend",2007,"trend_1",0.225806451612903
"909","Garfield","Garfield","foster_care_trend",2007,"trend_1",0.495327102803738
"910","Grant","Grant","foster_care_trend",2007,"trend_1",0.471698113207547
"911","Grays_Harbor","Grays Harbor","foster_care_trend",2007,"trend_1",0.582010582010582
"912","Island","Island","foster_care_trend",2007,"trend_1",0.527272727272727
"913","Jefferson","Jefferson","foster_care_trend",2007,"trend_1",0.733333333333333
"914","King","King","foster_care_trend",2007,"trend_1",0.431219512195122
"915","Kitsap","Kitsap","foster_care_trend",2007,"trend_1",0.305389221556886
"916","Kittitas","Kittitas","foster_care_trend",2007,"trend_1",0.377358490566038
"917","Klickitat","Klickitat","foster_care_trend",2007,"trend_1",0.233333333333333
"918","Lewis","Lewis","foster_care_trend",2007,"trend_1",0.383838383838384
"919","Lincoln","Lincoln","foster_care_trend",2007,"trend_1",0.495327102803738
"920","Mason","Mason","foster_care_trend",2007,"trend_1",0.56989247311828
"921","Okanogan","Okanogan","foster_care_trend",2007,"trend_1",0.368421052631579
"922","Pacific","Pacific","foster_care_trend",2007,"trend_1",0.435897435897436
"923","Pend_Oreille","Pend Oreille","foster_care_trend",2007,"trend_1",0.495327102803738
"924","Pierce","Pierce","foster_care_trend",2007,"trend_1",0.422439024390244
"925","San_Juan","San Juan","foster_care_trend",2007,"trend_1",0.495327102803738
"926","Skagit","Skagit","foster_care_trend",2007,"trend_1",0.426356589147287
"927","Skamania","Skamania","foster_care_trend",2007,"trend_1",0.495327102803738
"928","Snohomish","Snohomish","foster_care_trend",2007,"trend_1",0.53257328990228
"929","Spokane","Spokane","foster_care_trend",2007,"trend_1",0.576923076923077
"930","Stevens","Stevens","foster_care_trend",2007,"trend_1",0.452380952380952
"931","Thurston","Thurston","foster_care_trend",2007,"trend_1",0.376518218623482
"932","Wahkiakum","Wahkiakum","foster_care_trend",2007,"trend_1",0.495327102803738
"933","Walla_Walla","Walla Walla","foster_care_trend",2007,"trend_1",0.428571428571429
"934","Whatcom","Whatcom","foster_care_trend",2007,"trend_1",0.360730593607306
"935","Whitman","Whitman","foster_care_trend",2007,"trend_1",0.378378378378378
"936","Yakima","Yakima","foster_care_trend",2007,"trend_1",0.377431906614786
"937","Adams","Adams","foster_care_trend",2008,"trend_1",0.387096774193548
"938","Asotin","Asotin","foster_care_trend",2008,"trend_1",1
"939","Benton","Benton","foster_care_trend",2008,"trend_1",0.380753138075314
"940","Chelan","Chelan","foster_care_trend",2008,"trend_1",0.391752577319588
"941","Clallam","Clallam","foster_care_trend",2008,"trend_1",0.47
"942","Clark","Clark","foster_care_trend",2008,"trend_1",0.219672131147541
"943","Columbia","Columbia","foster_care_trend",2008,"trend_1",0.387096774193548
"944","Cowlitz","Cowlitz","foster_care_trend",2008,"trend_1",0.408
"945","Douglas","Douglas","foster_care_trend",2008,"trend_1",0.625
"946","Ferry","Ferry","foster_care_trend",2008,"trend_1",0.387096774193548
"947","Franklin","Franklin","foster_care_trend",2008,"trend_1",0.268817204301075
"948","Garfield","Garfield","foster_care_trend",2008,"trend_1",0.387096774193548
"949","Grant","Grant","foster_care_trend",2008,"trend_1",0.485148514851485
"950","Grays_Harbor","Grays Harbor","foster_care_trend",2008,"trend_1",0.571428571428571
"951","Island","Island","foster_care_trend",2008,"trend_1",0.431372549019608
"952","Jefferson","Jefferson","foster_care_trend",2008,"trend_1",0.571428571428571
"953","King","King","foster_care_trend",2008,"trend_1",0.481900452488688
"954","Kitsap","Kitsap","foster_care_trend",2008,"trend_1",0.327868852459016
"955","Kittitas","Kittitas","foster_care_trend",2008,"trend_1",0.263157894736842
"956","Klickitat","Klickitat","foster_care_trend",2008,"trend_1",0.189189189189189
"957","Lewis","Lewis","foster_care_trend",2008,"trend_1",0.523809523809524
"958","Lincoln","Lincoln","foster_care_trend",2008,"trend_1",0.387096774193548
"959","Mason","Mason","foster_care_trend",2008,"trend_1",0.375
"960","Okanogan","Okanogan","foster_care_trend",2008,"trend_1",0.46551724137931
"961","Pacific","Pacific","foster_care_trend",2008,"trend_1",0.518518518518518
"962","Pend_Oreille","Pend Oreille","foster_care_trend",2008,"trend_1",0.387096774193548
"963","Pierce","Pierce","foster_care_trend",2008,"trend_1",0.439393939393939
"964","San_Juan","San Juan","foster_care_trend",2008,"trend_1",0.387096774193548
"965","Skagit","Skagit","foster_care_trend",2008,"trend_1",0.452830188679245
"966","Skamania","Skamania","foster_care_trend",2008,"trend_1",0.387096774193548
"967","Snohomish","Snohomish","foster_care_trend",2008,"trend_1",0.519319938176198
"968","Spokane","Spokane","foster_care_trend",2008,"trend_1",0.573632538569425
"969","Stevens","Stevens","foster_care_trend",2008,"trend_1",0.305084745762712
"970","Thurston","Thurston","foster_care_trend",2008,"trend_1",0.402010050251256
"971","Wahkiakum","Wahkiakum","foster_care_trend",2008,"trend_1",0.387096774193548
"972","Walla_Walla","Walla Walla","foster_care_trend",2008,"trend_1",0.457142857142857
"973","Whatcom","Whatcom","foster_care_trend",2008,"trend_1",0.341584158415842
"974","Whitman","Whitman","foster_care_trend",2008,"trend_1",0.575757575757576
"975","Yakima","Yakima","foster_care_trend",2008,"trend_1",0.342490842490842
"976","Adams","Adams","foster_care_trend",2009,"trend_1",0.450704225352113
"977","Asotin","Asotin","foster_care_trend",2009,"trend_1",1
"978","Benton","Benton","foster_care_trend",2009,"trend_1",0.366795366795367
"979","Chelan","Chelan","foster_care_trend",2009,"trend_1",0.708333333333333
"980","Clallam","Clallam","foster_care_trend",2009,"trend_1",0.522727272727273
"981","Clark","Clark","foster_care_trend",2009,"trend_1",0.209876543209877
"982","Columbia","Columbia","foster_care_trend",2009,"trend_1",0.450704225352113
"983","Cowlitz","Cowlitz","foster_care_trend",2009,"trend_1",0.4375
"984","Douglas","Douglas","foster_care_trend",2009,"trend_1",0.571428571428571
"985","Ferry","Ferry","foster_care_trend",2009,"trend_1",0.450704225352113
"986","Franklin","Franklin","foster_care_trend",2009,"trend_1",0.0882352941176471
"987","Garfield","Garfield","foster_care_trend",2009,"trend_1",0.450704225352113
"988","Grant","Grant","foster_care_trend",2009,"trend_1",0.488888888888889
"989","Grays_Harbor","Grays Harbor","foster_care_trend",2009,"trend_1",0.5
"990","Island","Island","foster_care_trend",2009,"trend_1",0.628571428571429
"991","Jefferson","Jefferson","foster_care_trend",2009,"trend_1",0.535714285714286
"992","King","King","foster_care_trend",2009,"trend_1",0.451374207188161
"993","Kitsap","Kitsap","foster_care_trend",2009,"trend_1",0.451882845188285
"994","Kittitas","Kittitas","foster_care_trend",2009,"trend_1",0.392857142857143
"995","Klickitat","Klickitat","foster_care_trend",2009,"trend_1",0.275
"996","Lewis","Lewis","foster_care_trend",2009,"trend_1",0.492307692307692
"997","Lincoln","Lincoln","foster_care_trend",2009,"trend_1",0.450704225352113
"998","Mason","Mason","foster_care_trend",2009,"trend_1",0.366666666666667
"999","Okanogan","Okanogan","foster_care_trend",2009,"trend_1",0.38
"1000","Pacific","Pacific","foster_care_trend",2009,"trend_1",0.75
"1001","Pend_Oreille","Pend Oreille","foster_care_trend",2009,"trend_1",0.450704225352113
"1002","Pierce","Pierce","foster_care_trend",2009,"trend_1",0.464864864864865
"1003","San_Juan","San Juan","foster_care_trend",2009,"trend_1",0.450704225352113
"1004","Skagit","Skagit","foster_care_trend",2009,"trend_1",0.483516483516484
"1005","Skamania","Skamania","foster_care_trend",2009,"trend_1",0.450704225352113
"1006","Snohomish","Snohomish","foster_care_trend",2009,"trend_1",0.539792387543253
"1007","Spokane","Spokane","foster_care_trend",2009,"trend_1",0.579964850615114
"1008","Stevens","Stevens","foster_care_trend",2009,"trend_1",0.306122448979592
"1009","Thurston","Thurston","foster_care_trend",2009,"trend_1",0.432584269662921
"1010","Wahkiakum","Wahkiakum","foster_care_trend",2009,"trend_1",0.450704225352113
"1011","Walla_Walla","Walla Walla","foster_care_trend",2009,"trend_1",0.473684210526316
"1012","Whatcom","Whatcom","foster_care_trend",2009,"trend_1",0.487179487179487
"1013","Whitman","Whitman","foster_care_trend",2009,"trend_1",0.296296296296296
"1014","Yakima","Yakima","foster_care_trend",2009,"trend_1",0.44390243902439
"1015","Adams","Adams","foster_care_trend",2010,"trend_1",0.4
"1016","Asotin","Asotin","foster_care_trend",2010,"trend_1",1
"1017","Benton","Benton","foster_care_trend",2010,"trend_1",0.469945355191257
"1018","Chelan","Chelan","foster_care_trend",2010,"trend_1",0.60655737704918
"1019","Clallam","Clallam","foster_care_trend",2010,"trend_1",0.410526315789474
"1020","Clark","Clark","foster_care_trend",2010,"trend_1",0.241860465116279
"1021","Columbia","Columbia","foster_care_trend",2010,"trend_1",0.4
"1022","Cowlitz","Cowlitz","foster_care_trend",2010,"trend_1",0.496503496503497
"1023","Douglas","Douglas","foster_care_trend",2010,"trend_1",0
"1024","Ferry","Ferry","foster_care_trend",2010,"trend_1",0.4
"1025","Franklin","Franklin","foster_care_trend",2010,"trend_1",0.193548387096774
"1026","Garfield","Garfield","foster_care_trend",2010,"trend_1",0.4
"1027","Grant","Grant","foster_care_trend",2010,"trend_1",0.560606060606061
"1028","Grays_Harbor","Grays Harbor","foster_care_trend",2010,"trend_1",0.624
"1029","Island","Island","foster_care_trend",2010,"trend_1",0.529411764705882
"1030","Jefferson","Jefferson","foster_care_trend",2010,"trend_1",0.45
"1031","King","King","foster_care_trend",2010,"trend_1",0.465314834578442
"1032","Kitsap","Kitsap","foster_care_trend",2010,"trend_1",0.391156462585034
"1033","Kittitas","Kittitas","foster_care_trend",2010,"trend_1",0.5
"1034","Klickitat","Klickitat","foster_care_trend",2010,"trend_1",0.222222222222222
"1035","Lewis","Lewis","foster_care_trend",2010,"trend_1",0.459770114942529
"1036","Lincoln","Lincoln","foster_care_trend",2010,"trend_1",0.4
"1037","Mason","Mason","foster_care_trend",2010,"trend_1",0.596153846153846
"1038","Okanogan","Okanogan","foster_care_trend",2010,"trend_1",0.285714285714286
"1039","Pacific","Pacific","foster_care_trend",2010,"trend_1",0.6875
